thalf,roi,eff,b,x0
2.0650799441135605e22,"(phi = (40.0, 154.0), sumE = (1173.0, 2879.0), maxE = (633.0, 2908.0), r = (2.0, 87.0))",0.07341709,37040.0 ± 610.0,"[147.27272727272728, 16.363636363636363, 3429.2929292929293, 1414.141414141414, 1767.6767676767677, 212.12121212121212, 77.77777777777777, 20.2020202020202]"
2.134622025920739e22,"(phi = (2.0, 168.0), sumE = (1177.0, 3292.0), maxE = (87.0, 2997.0), r = (7.0, 80.0))",0.07989916,41060.0 ± 670.0,"[103.63636363636364, 45.45454545454545, 2898.989898989899, 1484.8484848484848, 2545.4545454545455, 3323.2323232323233, 40.4040404040404, 98.98989898989899]"
2.156365316779143e22,"(phi = (0.0, 180.0), sumE = (655.0, 2572.0), maxE = (100.0, 1908.0), r = (2.0, 90.0))",0.12425841,97300.0 ± 1400.0,"[52.72727272727273, 56.36363636363637, 318.1818181818182, 2050.5050505050503, 1378.7878787878788, 2722.222222222222, 71.71717171717172, 85.85858585858585]"
1.892843842708997e22,"(phi = (16.0, 178.0), sumE = (300.0, 3298.0), maxE = (0.0, 2851.0), r = (9.0, 68.0))",0.10972951,98500.0 ± 1400.0,"[72.72727272727273, 32.72727272727273, 1131.3131313131314, 530.3030303030303, 1590.909090909091, 3111.1111111111113, 54.54545454545455, 32.323232323232325]"
1.9612103560936427e22,"(phi = (19.0, 169.0), sumE = (357.0, 2833.0), maxE = (1071.0, 2157.0), r = (2.0, 81.0))",0.0468763,16740.0 ± 280.0,"[116.36363636363636, 127.27272727272727, 3287.878787878788, 3005.050505050505, 919.1919191919192, 989.89898989899, 33.333333333333336, 36.36363636363637]"
2.149019947283179e22,"(phi = (12.0, 159.0), sumE = (3.0, 2508.0), maxE = (762.0, 2048.0), r = (0.0, 92.0))",0.08430852,45100.0 ± 730.0,"[140.0, 1.8181818181818181, 2368.686868686869, 1095.959595959596, 318.1818181818182, 212.12121212121212, 3.0303030303030303, 32.323232323232325]"
2.0497918374701387e22,"(phi = (4.0, 157.0), sumE = (625.0, 3151.0), maxE = (569.0, 3440.0), r = (0.0, 41.0))",0.09627545,64650.0 ± 990.0,"[141.8181818181818, 12.727272727272727, 3181.818181818182, 1166.6666666666667, 1909.090909090909, 2297.979797979798, 66.66666666666667, 19.19191919191919]"
2.1327372173370716e22,"(phi = (19.0, 166.0), sumE = (761.0, 2970.0), maxE = (160.0, 2773.0), r = (4.0, 87.0))",0.11268877,81800.0 ± 1200.0,"[45.45454545454545, 30.90909090909091, 1343.4343434343434, 2015.1515151515152, 3181.818181818182, 777.7777777777778, 71.71717171717172, 72.72727272727273]"
1.8833257944564208e22,"(phi = (0.0, 157.0), sumE = (1197.0, 2533.0), maxE = (76.0, 2157.0), r = (11.0, 95.0))",0.0617474,31500.0 ± 510.0,"[92.72727272727273, 125.45454545454545, 742.4242424242424, 3146.4646464646466, 848.4848484848485, 1520.20202020202, 10.1010101010101, 37.37373737373738]"
2.218727469962698e22,"(phi = (15.0, 174.0), sumE = (248.0, 3363.0), maxE = (851.0, 2534.0), r = (1.0, 75.0))",0.07939827,37530.0 ± 620.0,"[107.27272727272727, 32.72727272727273, 1979.79797979798, 2227.2727272727275, 1202.020202020202, 424.24242424242425, 3.0303030303030303, 21.21212121212121]"
1.8627247415506068e22,"(phi = (34.0, 171.0), sumE = (733.0, 3047.0), maxE = (440.0, 2672.0), r = (9.0, 41.0))",0.08602182,62500.0 ± 950.0,"[38.18181818181818, 120.0, 424.24242424242425, 2368.686868686869, 2969.6969696969695, 1343.4343434343434, 85.85858585858585, 98.98989898989899]"
