thalf,roi,eff,b,x0
1.2187589920853466e22 ± 0.0,"(phi = (23.0, 172.0), sumE = (429.0, 3283.0), maxE = (110.0, 3133.0), r = (6.0, 60.0))",0.07154433 ± 0.0,101000.0 ± 1400.0,"[40.0, 34.54545454545455, 2828.282828282828, 3075.757575757576, 742.4242424242424, 318.1818181818182, 17.171717171717173, 78.78787878787878]"
1.1157858646302562e22 ± 0.0,"(phi = (29.0, 151.0), sumE = (488.0, 3413.0), maxE = (319.0, 3462.0), r = (7.0, 87.0))",0.05825405 ± 0.0,79900.0 ± 1100.0,"[65.45454545454545, 65.45454545454545, 353.5353535353535, 742.4242424242424, 35.35353535353536, 3323.2323232323233, 21.21212121212121, 23.232323232323232]"
1.1923786431473685e22 ± 0.0,"(phi = (22.0, 176.0), sumE = (593.0, 2611.0), maxE = (108.0, 1919.0), r = (7.0, 99.0))",0.06650397 ± 0.0,91200.0 ± 1300.0,"[72.72727272727273, 9.090909090909092, 3146.4646464646466, 565.6565656565657, 1838.3838383838383, 1060.6060606060605, 60.60606060606061, 6.0606060606060606]"
1.0831713721039632e22 ± 0.0,"(phi = (33.0, 154.0), sumE = (105.0, 2580.0), maxE = (463.0, 2544.0), r = (2.0, 44.0))",0.05374213 ± 0.0,72100.0 ± 1100.0,"[165.45454545454547, 34.54545454545455, 1272.7272727272727, 1520.20202020202, 1838.3838383838383, 2227.2727272727275, 54.54545454545455, 69.6969696969697]"
1.2008736490577876e22 ± 0.0,"(phi = (20.0, 176.0), sumE = (366.0, 3139.0), maxE = (143.0, 1415.0), r = (6.0, 84.0))",0.07066628 ± 0.0,101500.0 ± 1400.0,"[81.81818181818181, 107.27272727272727, 247.4747474747475, 1237.3737373737374, 2580.808080808081, 3323.2323232323233, 24.242424242424242, 34.343434343434346]"
1.2035026689493366e22 ± 0.0,"(phi = (5.0, 154.0), sumE = (14.0, 2610.0), maxE = (366.0, 3374.0), r = (4.0, 59.0))",0.06653925 ± 0.0,89600.0 ± 1300.0,"[78.18181818181819, 70.9090909090909, 494.949494949495, 742.4242424242424, 2651.5151515151515, 707.070707070707, 63.63636363636363, 22.22222222222222]"
1.2360011577760252e22 ± 0.0,"(phi = (11.0, 173.0), sumE = (606.0, 2689.0), maxE = (70.0, 3372.0), r = (5.0, 83.0))",0.07064866 ± 0.0,95700.0 ± 1400.0,"[87.27272727272727, 30.90909090909091, 2510.10101010101, 2828.282828282828, 494.949494949495, 388.8888888888889, 60.60606060606061, 48.484848484848484]"
1.1492908730064541e22 ± 0.0,"(phi = (6.0, 167.0), sumE = (669.0, 2608.0), maxE = (161.0, 2958.0), r = (9.0, 74.0))",0.06000902 ± 0.0,79900.0 ± 1200.0,"[127.27272727272727, 36.36363636363637, 1767.6767676767677, 777.7777777777778, 1025.2525252525252, 2368.686868686869, 29.292929292929294, 96.96969696969697]"
1.0763321057543895e22 ± 0.0,"(phi = (54.0, 180.0), sumE = (214.0, 2902.0), maxE = (1.0, 2513.0), r = (0.0, 46.0))",0.05941099 ± 0.0,89300.0 ± 1300.0,"[134.54545454545453, 98.18181818181819, 1237.3737373737374, 1378.7878787878788, 2686.868686868687, 2333.3333333333335, 74.74747474747475, 58.58585858585859]"
1.0749641423604379e22 ± 0.0,"(phi = (13.0, 129.0), sumE = (648.0, 2302.0), maxE = (332.0, 1652.0), r = (4.0, 88.0))",0.04948382 ± 0.0,62100.0 ± 880.0,"[130.9090909090909, 29.09090909090909, 1626.2626262626263, 2651.5151515151515, 3040.40404040404, 2191.919191919192, 84.84848484848484, 68.68686868686869]"
1.2699103898072005e22 ± 0.0,"(phi = (11.0, 179.0), sumE = (421.0, 3182.0), maxE = (8.0, 2214.0), r = (4.0, 76.0))",0.07732153 ± 0.0,108600.0 ± 1500.0,"[121.81818181818181, 72.72727272727273, 1909.090909090909, 2439.3939393939395, 3393.939393939394, 2969.6969696969695, 50.505050505050505, 4.040404040404041]"
1.089761554899771e22 ± 0.0,"(phi = (22.0, 180.0), sumE = (422.0, 2131.0), maxE = (555.0, 3366.0), r = (0.0, 40.0))",0.05344537 ± 0.0,70500.0 ± 1100.0,"[36.36363636363637, 87.27272727272727, 671.7171717171717, 671.7171717171717, 530.3030303030303, 1166.6666666666667, 89.8989898989899, 50.505050505050505]"
