thalf,roi,eff,b,x0
1.028859065834232e22 ± 0.0,"(phi = (48.0, 177.0), sumE = (41.0, 3236.0), maxE = (9.0, 3334.0), r = (10.0, 62.0))",0.05401376 ± 0.0,80800.0 ± 1100.0,"[90.9090909090909, 112.72727272727273, 3040.40404040404, 3181.818181818182, 106.06060606060606, 2333.3333333333335, 73.73737373737374, 8.080808080808081]"
1.2574766048174435e22 ± 0.0,"(phi = (0.0, 160.0), sumE = (218.0, 2522.0), maxE = (6.0, 2974.0), r = (2.0, 90.0))",0.07602824 ± 0.0,107100.0 ± 1500.0,"[112.72727272727273, 30.90909090909091, 1590.909090909091, 1025.2525252525252, 1202.020202020202, 2898.989898989899, 57.57575757575758, 29.292929292929294]"
1.1527491528984942e22 ± 0.0,"(phi = (28.0, 171.0), sumE = (124.0, 3193.0), maxE = (263.0, 2983.0), r = (7.0, 45.0))",0.06446535 ± 0.0,91600.0 ± 1300.0,"[18.181818181818183, 103.63636363636364, 2404.040404040404, 883.8383838383838, 106.06060606060606, 3323.2323232323233, 3.0303030303030303, 15.151515151515152]"
1.0853710519133914e22 ± 0.0,"(phi = (7.0, 137.0), sumE = (335.0, 2675.0), maxE = (16.0, 1232.0), r = (2.0, 89.0))",0.0557978 ± 0.0,77400.0 ± 1000.0,"[96.36363636363636, 176.36363636363637, 35.35353535353536, 1838.3838383838383, 707.070707070707, 1555.5555555555557, 34.343434343434346, 56.56565656565657]"
1.1655545741099628e22 ± 0.0,"(phi = (15.0, 161.0), sumE = (473.0, 3438.0), maxE = (447.0, 2386.0), r = (6.0, 88.0))",0.06187495 ± 0.0,82600.0 ± 1200.0,"[5.454545454545454, 21.818181818181817, 3252.5252525252527, 247.4747474747475, 3005.050505050505, 2085.8585858585857, 63.63636363636363, 41.41414141414141]"
1.2350369996154482e22 ± 0.0,"(phi = (19.0, 178.0), sumE = (40.0, 3366.0), maxE = (194.0, 2118.0), r = (6.0, 92.0))",0.07437885 ± 0.0,106300.0 ± 1500.0,"[90.9090909090909, 80.0, 3287.878787878788, 1131.3131313131314, 1131.3131313131314, 1909.090909090909, 73.73737373737374, 26.262626262626263]"
1.1289729521099288e22 ± 0.0,"(phi = (29.0, 155.0), sumE = (348.0, 2429.0), maxE = (329.0, 3365.0), r = (7.0, 84.0))",0.0602561 ± 0.0,83500.0 ± 1200.0,"[72.72727272727273, 141.8181818181818, 3181.818181818182, 1520.20202020202, 671.7171717171717, 2439.3939393939395, 27.272727272727273, 61.61616161616162]"
1.2479857906393444e22 ± 0.0,"(phi = (24.0, 180.0), sumE = (156.0, 2475.0), maxE = (42.0, 3489.0), r = (4.0, 52.0))",0.07642528 ± 0.0,109900.0 ± 1500.0,"[118.18181818181819, 176.36363636363637, 141.41414141414143, 3146.4646464646466, 2898.989898989899, 1767.6767676767677, 20.2020202020202, 91.91919191919192]"
1.2677609459733196e22 ± 0.0,"(phi = (13.0, 163.0), sumE = (238.0, 2408.0), maxE = (74.0, 2956.0), r = (0.0, 56.0))",0.07759175 ± 0.0,109800.0 ± 1500.0,"[81.81818181818181, 23.636363636363637, 2757.5757575757575, 3358.5858585858587, 3111.1111111111113, 282.82828282828285, 45.45454545454545, 90.9090909090909]"
1.1983094343649578e22 ± 0.0,"(phi = (8.0, 172.0), sumE = (826.0, 3308.0), maxE = (413.0, 2767.0), r = (1.0, 64.0))",0.06315435 ± 0.0,81400.0 ± 1300.0,"[32.72727272727273, 78.18181818181819, 1025.2525252525252, 1025.2525252525252, 1449.4949494949494, 0.0, 46.464646464646464, 11.11111111111111]"
1.1546559671170526e22 ± 0.0,"(phi = (2.0, 152.0), sumE = (19.0, 2978.0), maxE = (179.0, 1819.0), r = (8.0, 69.0))",0.06364944 ± 0.0,89000.0 ± 1200.0,"[85.45454545454545, 69.0909090909091, 3181.818181818182, 2121.212121212121, 2439.3939393939395, 388.8888888888889, 25.252525252525253, 27.272727272727273]"
1.1555248308253165e22 ± 0.0,"(phi = (14.0, 160.0), sumE = (101.0, 3348.0), maxE = (539.0, 3164.0), r = (1.0, 96.0))",0.05906594 ± 0.0,76600.0 ± 1200.0,"[150.9090909090909, 89.0909090909091, 2792.929292929293, 2156.5656565656564, 3500.0, 494.949494949495, 55.55555555555556, 66.66666666666667]"
