thalf,roi,eff,b,x0
1.140965995458269e22 ± 0.0,"(phi = (37.0, 170.0), sumE = (706.0, 2888.0), maxE = (437.0, 2613.0), r = (0.0, 59.0))",0.06047999 ± 0.0,82300.0 ± 1200.0,"[30.90909090909091, 165.45454545454547, 2368.686868686869, 1873.7373737373737, 2121.212121212121, 2262.626262626263, 86.86868686868686, 10.1010101010101]"
1.1493115519358791e22 ± 0.0,"(phi = (16.0, 145.0), sumE = (172.0, 3226.0), maxE = (207.0, 3300.0), r = (5.0, 47.0))",0.06195826 ± 0.0,85200.0 ± 1200.0,"[90.9090909090909, 43.63636363636363, 106.06060606060606, 1484.8484848484848, 1131.3131313131314, 3111.1111111111113, 86.86868686868686, 19.19191919191919]"
1.1427795321376114e22 ± 0.0,"(phi = (22.0, 147.0), sumE = (463.0, 2249.0), maxE = (261.0, 2237.0), r = (6.0, 53.0))",0.06074806 ± 0.0,82800.0 ± 1200.0,"[141.8181818181818, 3.6363636363636362, 1237.3737373737374, 1308.080808080808, 636.3636363636364, 2404.040404040404, 57.57575757575758, 63.63636363636363]"
1.1541011854047004e22 ± 0.0,"(phi = (16.0, 180.0), sumE = (286.0, 3189.0), maxE = (20.0, 2275.0), r = (7.0, 40.0))",0.06460163 ± 0.0,91800.0 ± 1300.0,"[150.9090909090909, 56.36363636363637, 1944.4444444444443, 813.1313131313132, 1308.080808080808, 1308.080808080808, 62.62626262626262, 41.41414141414141]"
1.2048778109426411e22 ± 0.0,"(phi = (7.0, 152.0), sumE = (115.0, 2891.0), maxE = (400.0, 2976.0), r = (1.0, 96.0))",0.0658576 ± 0.0,87600.0 ± 1300.0,"[120.0, 149.0909090909091, 2686.868686868687, 2863.6363636363635, 1555.5555555555557, 3040.40404040404, 23.232323232323232, 55.55555555555556]"
1.0855621031466698e22 ± 0.0,"(phi = (17.0, 141.0), sumE = (369.0, 2931.0), maxE = (113.0, 2809.0), r = (9.0, 95.0))",0.05502162 ± 0.0,75300.0 ± 1000.0,"[38.18181818181818, 129.0909090909091, 282.82828282828285, 212.12121212121212, 1732.3232323232323, 2015.1515151515152, 59.5959595959596, 29.292929292929294]"
9.956850823313679e21 ± 0.0,"(phi = (70.0, 180.0), sumE = (410.0, 2609.0), maxE = (280.0, 2526.0), r = (0.0, 81.0))",0.05105534 ± 0.0,77000.0 ± 1100.0,"[136.36363636363637, 143.63636363636363, 3217.1717171717173, 3146.4646464646466, 3075.757575757576, 1732.3232323232323, 58.58585858585859, 5.05050505050505]"
1.1806600413713468e22 ± 0.0,"(phi = (7.0, 154.0), sumE = (734.0, 2256.0), maxE = (164.0, 3430.0), r = (3.0, 90.0))",0.06120311 ± 0.0,78700.0 ± 1200.0,"[14.545454545454545, 163.63636363636363, 3005.050505050505, 2651.5151515151515, 2651.5151515151515, 2651.5151515151515, 62.62626262626262, 88.88888888888889]"
1.1042831450006025e22 ± 0.0,"(phi = (0.0, 175.0), sumE = (868.0, 3103.0), maxE = (161.0, 2146.0), r = (8.0, 99.0))",0.05314582 ± 0.0,67900.0 ± 1100.0,"[52.72727272727273, 149.0909090909091, 813.1313131313132, 2510.10101010101, 954.5454545454545, 2757.5757575757575, 38.38383838383838, 97.97979797979798]"
1.1825793715174868e22 ± 0.0,"(phi = (11.0, 178.0), sumE = (148.0, 3118.0), maxE = (540.0, 2545.0), r = (1.0, 62.0))",0.06274164 ± 0.0,82500.0 ± 1200.0,"[165.45454545454547, 5.454545454545454, 2686.868686868687, 671.7171717171717, 1095.959595959596, 1060.6060606060605, 14.141414141414142, 21.21212121212121]"
1.2564130253543376e22 ± 0.0,"(phi = (13.0, 163.0), sumE = (276.0, 2842.0), maxE = (137.0, 2338.0), r = (3.0, 53.0))",0.07615921 ± 0.0,107700.0 ± 1500.0,"[27.272727272727273, 180.0, 1484.8484848484848, 2474.747474747475, 954.5454545454545, 1166.6666666666667, 50.505050505050505, 38.38383838383838]"
1.1239238036620671e22 ± 0.0,"(phi = (12.0, 153.0), sumE = (55.0, 3401.0), maxE = (52.0, 1142.0), r = (1.0, 57.0))",0.06232297 ± 0.0,90100.0 ± 1200.0,"[116.36363636363636, 127.27272727272727, 1237.3737373737374, 3252.5252525252527, 3217.1717171717173, 1979.79797979798, 96.96969696969697, 15.151515151515152]"
