thalf,roi,eff,b,x0
8.109621165857658e22,"(phi = (8.0, 142.0), sumE = (2257.0, 3146.0), maxE = (1120.0, 2087.0), r = (9.0, 71.0))",0.02343256,199.5 ± 3.6,"[83.63636363636364, 1.8181818181818181, 2121.212121212121, 3040.40404040404, 424.24242424242425, 2898.989898989899, 90.9090909090909, 24.242424242424242]"
9.000790453101075e22,"(phi = (97.0, 180.0), sumE = (2267.0, 3401.0), maxE = (746.0, 2704.0), r = (3.0, 100.0))",0.02662217,209.7 ± 3.8,"[29.09090909090909, 96.36363636363636, 2121.212121212121, 70.70707070707071, 106.06060606060606, 601.010101010101, 55.55555555555556, 26.262626262626263]"
7.1996067444925865e22,"(phi = (75.0, 165.0), sumE = (2135.0, 3043.0), maxE = (1055.0, 1919.0), r = (7.0, 65.0))",0.03035982,521.1 ± 9.4,"[152.72727272727272, 141.8181818181818, 954.5454545454545, 1944.4444444444443, 1838.3838383838383, 3429.2929292929293, 94.94949494949495, 92.92929292929293]"
1.1876788190933337e23,"(phi = (49.0, 173.0), sumE = (2507.0, 2812.0), maxE = (129.0, 3275.0), r = (4.0, 33.0))",0.01129384,17.13 ± 0.31,"[143.63636363636363, 41.81818181818182, 141.41414141414143, 2898.989898989899, 388.8888888888889, 1944.4444444444443, 7.070707070707071, 70.70707070707071]"
1.1261431484540346e23,"(phi = (13.0, 143.0), sumE = (2487.0, 2773.0), maxE = (656.0, 2318.0), r = (0.0, 91.0))",0.0118545,21.73 ± 0.39,"[127.27272727272727, 41.81818181818182, 318.1818181818182, 2439.3939393939395, 494.949494949495, 318.1818181818182, 11.11111111111111, 2.0202020202020203]"
7.422325407474008e22,"(phi = (23.0, 147.0), sumE = (2220.0, 2777.0), maxE = (1312.0, 3137.0), r = (13.0, 76.0))",0.02152024,201.2 ± 3.6,"[85.45454545454545, 60.0, 3393.939393939394, 2191.919191919192, 1767.6767676767677, 3323.2323232323233, 91.91919191919192, 31.31313131313131]"
1.2372456526114093e23,"(phi = (82.0, 180.0), sumE = (2474.0, 3477.0), maxE = (113.0, 3198.0), r = (0.0, 73.0))",0.01407409,26.03 ± 0.46,"[5.454545454545454, 30.90909090909091, 3111.1111111111113, 1838.3838383838383, 353.5353535353535, 3393.939393939394, 100.0, 68.68686868686869]"
7.55898437270097e22,"(phi = (45.0, 133.0), sumE = (2552.0, 3037.0), maxE = (1422.0, 2726.0), r = (12.0, 48.0))",0.00402413,3.776 ± 0.066,"[5.454545454545454, 161.8181818181818, 1696.969696969697, 459.5959595959596, 3464.6464646464647, 1131.3131313131314, 74.74747474747475, 49.494949494949495]"
1.1555511845102285e23,"(phi = (12.0, 160.0), sumE = (2448.0, 3455.0), maxE = (1264.0, 2402.0), r = (9.0, 90.0))",0.01483785,34.57 ± 0.62,"[161.8181818181818, 69.0909090909091, 1661.6161616161617, 2757.5757575757575, 1025.2525252525252, 919.1919191919192, 64.64646464646465, 38.38383838383838]"
1.0030619775878001e23,"(phi = (9.0, 154.0), sumE = (2509.0, 3377.0), maxE = (713.0, 3395.0), r = (3.0, 20.0))",0.00819932,11.98 ± 0.21,"[63.63636363636363, 129.0909090909091, 424.24242424242425, 3040.40404040404, 1060.6060606060605, 2792.929292929293, 66.66666666666667, 35.35353535353536]"
1.4019431677150136e23,"(phi = (3.0, 173.0), sumE = (2457.0, 3485.0), maxE = (770.0, 3408.0), r = (3.0, 85.0))",0.02006374,44.11 ± 0.79,"[34.54545454545455, 180.0, 0.0, 2969.6969696969695, 3323.2323232323233, 2934.343434343434, 61.61616161616162, 2.0202020202020203]"
8.209796502495926e22,"(phi = (14.0, 131.0), sumE = (2370.0, 3065.0), maxE = (364.0, 2487.0), r = (13.0, 82.0))",0.0122619,48.46 ± 0.87,"[61.81818181818182, 70.9090909090909, 212.12121212121212, 1060.6060606060605, 565.6565656565657, 176.76767676767676, 15.151515151515152, 29.292929292929294]"
