Esum,phi,bkg_counts
2350.0,157.5,20.573570862110365
2350.0,162.5,18.458733583190217
2350.0,167.5,14.727943716787495
2350.0,172.5,10.433197242672732
2350.0,177.5,4.696023291140637
2450.0,2.5,0.05422659689538841
2450.0,7.5,0.16267979068616523
2450.0,12.5,0.5639566077120395
2450.0,17.5,0.9543881053588361
2450.0,22.5,1.8653949332013615
2450.0,27.5,2.678793886632188
2450.0,32.5,3.025844106762674
2450.0,37.5,4.034458809016899
2450.0,42.5,4.86954840120588
2450.0,47.5,5.216598621336366
2450.0,52.5,5.975770977871803
2450.0,57.5,6.301130559244133
2450.0,62.5,6.452965030551222
2450.0,67.5,6.4095837530349105
2450.0,72.5,6.843396528198018
2450.0,77.5,6.366202475518599
2450.0,82.5,6.22521332359059
2450.0,87.5,6.442119711172144
2450.0,92.5,6.962695041367873
2450.0,97.5,6.930159083230639
2450.0,102.5,7.537496968458989
2450.0,107.5,7.602568884733455
2450.0,112.5,8.24244272809904
2450.0,117.5,9.153449555941565
2450.0,122.5,8.958233807118166
2450.0,127.5,10.021075106267778
2450.0,132.5,10.975463211626616
2450.0,137.5,12.656487715383657
2450.0,142.5,12.50465324407657
2450.0,147.5,12.482962605318415
2450.0,152.5,12.74325027041628
2450.0,157.5,11.994923233259918
2450.0,162.5,11.571955777475889
2450.0,167.5,10.519959797705352
2450.0,172.5,7.72186739790331
2450.0,177.5,3.1668332586906836
2550.0,2.5,0.021690638758155367
2550.0,7.5,0.11929851316985451
2550.0,12.5,0.34705022013048586
2550.0,17.5,0.6398738433655833
2550.0,22.5,0.9218521472216031
2550.0,27.5,1.648488545619808
2550.0,32.5,2.0714560014038375
2550.0,37.5,2.255826430848158
2550.0,42.5,2.4510421796715565
2550.0,47.5,3.0800707036580617
2550.0,52.5,3.123451981174373
2550.0,57.5,3.296977091239616
2550.0,62.5,3.242750494344227
2550.0,67.5,3.2319051749651497
2550.0,72.5,3.4379662431676254
2550.0,77.5,3.6223366726119464
2550.0,82.5,3.676563269507335
2550.0,87.5,3.0800707036580617
2550.0,92.5,3.3403583687559264
2550.0,97.5,3.4379662431676254
2550.0,102.5,3.7524805051608783
2550.0,107.5,4.164602641565831
2550.0,112.5,4.218829238461218
2550.0,117.5,4.500807542317238
2550.0,122.5,5.032228191892045
2550.0,127.5,5.466040967055153
2550.0,132.5,6.019152255388114
2550.0,137.5,6.1818320460742795
2550.0,142.5,6.984385680126028
2550.0,147.5,7.754403356040544
2550.0,152.5,7.938773785484865
2550.0,157.5,8.188216131203651
2550.0,162.5,7.852011230452242
2550.0,167.5,7.081993554537727
2550.0,172.5,5.585339480225006
2550.0,177.5,2.4944234571878674
2650.0,2.5,0.021690638758155367
2650.0,7.5,0.11929851316985451
2650.0,12.5,0.22775170696063135
2650.0,17.5,0.40127681702587426
2650.0,22.5,0.7049457596400494
2650.0,27.5,0.856780230947137
2650.0,32.5,1.2905930061102442
2650.0,37.5,1.6918698231361187
2650.0,42.5,1.6701791843779632
2650.0,47.5,1.77863237816874
2650.0,52.5,1.854549613822284
2650.0,57.5,1.91962153009675
2650.0,62.5,1.8979308913385944
2650.0,67.5,1.8328589750641284
2650.0,72.5,1.9087762107176722
2650.0,77.5,2.1690638758155365
2650.0,82.5,2.0063840851293713
2650.0,87.5,2.364279624638935
2650.0,92.5,2.179909195194614
2650.0,97.5,2.5052687765669446
2650.0,102.5,2.266671750227236
2650.0,107.5,2.5269594153251003
2650.0,112.5,2.6462579284949546
2650.0,117.5,2.6896392060112655
2650.0,122.5,2.635412609115877
2650.0,127.5,2.874009635455586
2650.0,132.5,3.6006460338537907
2650.0,137.5,4.348973071010151
2650.0,142.5,4.837012443068646
2650.0,147.5,4.891239039964035
2650.0,152.5,5.693792674015784
2650.0,157.5,5.964925658492725
2650.0,162.5,6.073378852283502
2650.0,167.5,5.531112883329619
2650.0,172.5,4.739404568656948
2650.0,177.5,1.8220136556850508
2750.0,2.5,0.010845319379077683
2750.0,7.5,0.08676255503262147
2750.0,12.5,0.206061068202476
2750.0,17.5,0.2928236232350974
2750.0,22.5,0.5314206495748065
2750.0,27.5,0.7917083146726709
2750.0,32.5,0.7591723565354378
2750.0,37.5,0.9760787441169916
2750.0,42.5,1.1712944929403897
2750.0,47.5,1.0736866185286906
2750.0,52.5,1.2905930061102442
2750.0,57.5,1.3231289642474773
2750.0,62.5,1.6918698231361187
2750.0,67.5,1.6267979068616525
2750.0,72.5,1.4966540743127204
2750.0,77.5,1.3122836448683997
2750.0,82.5,1.4424274774173318
2750.0,87.5,1.5400353518290308
2750.0,92.5,1.4749634355545649
2750.0,97.5,1.5508806712081087
2750.0,102.5,1.6918698231361187
2750.0,107.5,1.507499393691798
2750.0,112.5,1.7352511006524292
2750.0,117.5,1.9738481269921384
2750.0,122.5,1.91962153009675
2750.0,127.5,2.418506221534323
2750.0,132.5,2.9065455935928193
2750.0,137.5,3.058380064899907
2750.0,142.5,3.3837396462722373
2750.0,147.5,4.110376044670442
2750.0,152.5,4.620106055487093
2750.0,157.5,5.411814370159764
2750.0,162.5,5.184062663199133
2750.0,167.5,5.346742453885298
2750.0,172.5,3.6114913532328687
2750.0,177.5,1.9630028076130606
2850.0,2.5,0.0
2850.0,7.5,0.05422659689538841
2850.0,12.5,0.11929851316985451
2850.0,17.5,0.2928236232350974
2850.0,22.5,0.32535958137233045
2850.0,27.5,0.47719405267941806
2850.0,32.5,0.5856472464701948
2850.0,37.5,0.7266363983982048
2850.0,42.5,0.7374817177772824
2850.0,47.5,0.7049457596400494
2850.0,52.5,1.1496038541822344
2850.0,57.5,1.0086147022542247
2850.0,62.5,1.0736866185286906
2850.0,67.5,1.1387585348031566
2850.0,72.5,1.0411506603914578
2850.0,77.5,1.03030534101238
2850.0,82.5,1.0086147022542247
2850.0,87.5,0.88931618908437
2850.0,92.5,1.0519959797705354
2850.0,97.5,1.0194600216333023
2850.0,102.5,1.2255210898357782
2850.0,107.5,1.2255210898357782
2850.0,112.5,1.2905930061102442
2850.0,117.5,1.2797476867311666
2850.0,122.5,1.4858087549336425
2850.0,127.5,1.6810245037570408
2850.0,132.5,2.0280747238875265
2850.0,137.5,2.2124451533318474
2850.0,142.5,2.7113298447694207
2850.0,147.5,3.524728798200247
2850.0,152.5,4.3815090291473835
2850.0,157.5,4.30559179349384
2850.0,162.5,5.010537553133889
2850.0,167.5,4.609260736108015
2850.0,172.5,3.926005615226121
2850.0,177.5,1.5291900324499534
2950.0,2.5,0.0
2950.0,7.5,0.021690638758155367
2950.0,12.5,0.06507191627446611
2950.0,17.5,0.17352511006524293
2950.0,22.5,0.32535958137233045
2950.0,27.5,0.444658094542185
2950.0,32.5,0.5748019270911172
2950.0,37.5,0.5748019270911172
2950.0,42.5,0.5964925658492726
2950.0,47.5,0.6398738433655833
2950.0,52.5,0.9652334247379137
2950.0,57.5,0.8133989534308262
2950.0,62.5,0.824244272809904
2950.0,67.5,0.824244272809904
2950.0,72.5,0.9218521472216031
2950.0,77.5,0.8350895921889816
2950.0,82.5,0.9218521472216031
2950.0,87.5,0.9652334247379137
2950.0,92.5,0.7374817177772824
2950.0,97.5,0.8784708697052924
2950.0,102.5,0.9110068278425254
2950.0,107.5,0.9869240634960692
2950.0,112.5,1.127913215424079
2950.0,117.5,1.3773555611428656
2950.0,122.5,1.3231289642474773
2950.0,127.5,1.648488545619808
2950.0,132.5,1.7244057812733518
2950.0,137.5,2.0931466401619927
2950.0,142.5,2.2341357920900027
2950.0,147.5,3.6114913532328687
2950.0,152.5,3.763325824539956
2950.0,157.5,4.2079839190821415
2950.0,162.5,4.457426264800928
2950.0,167.5,4.620106055487093
2950.0,172.5,3.4488115625467035
2950.0,177.5,1.713560461894274
3050.0,2.5,0.010845319379077683
3050.0,7.5,0.021690638758155367
3050.0,12.5,0.05422659689538841
3050.0,17.5,0.11929851316985451
3050.0,22.5,0.26028766509786444
3050.0,27.5,0.2494423457187867
3050.0,32.5,0.34705022013048586
3050.0,37.5,0.444658094542185
3050.0,42.5,0.5748019270911172
3050.0,47.5,0.6832551208818941
3050.0,52.5,0.6290285239865057
3050.0,57.5,0.6507191627446609
3050.0,62.5,0.6507191627446609
3050.0,67.5,0.7157910790191271
3050.0,72.5,0.8025536340517485
3050.0,77.5,0.5314206495748065
3050.0,82.5,0.6724098015028164
3050.0,87.5,0.7808629952935933
3050.0,92.5,0.88931618908437
3050.0,97.5,0.88931618908437
3050.0,102.5,0.8133989534308262
3050.0,107.5,0.9110068278425254
3050.0,112.5,0.9326974666006808
3050.0,117.5,1.0194600216333023
3050.0,122.5,1.1821398123194675
3050.0,127.5,1.268902367352089
3050.0,132.5,1.5183447130708756
3050.0,137.5,2.06061068202476
3050.0,142.5,2.4944234571878674
3050.0,147.5,3.014998787383596
3050.0,152.5,3.665717950128257
3050.0,157.5,4.251365196598452
3050.0,162.5,5.216598621336366
3050.0,167.5,4.229674557840296
3050.0,172.5,3.6982539082654897
3050.0,177.5,1.63764322624073
3150.0,2.5,0.0
3150.0,7.5,0.0
3150.0,12.5,0.032535958137233055
3150.0,17.5,0.206061068202476
3150.0,22.5,0.2494423457187867
3150.0,27.5,0.28197830385601974
3150.0,32.5,0.444658094542185
3150.0,37.5,0.42296745578402967
3150.0,42.5,0.47719405267941806
3150.0,47.5,0.6398738433655833
3150.0,52.5,0.5314206495748065
3150.0,57.5,0.6398738433655833
3150.0,62.5,0.6181832046074279
3150.0,67.5,0.5097300108166511
3150.0,72.5,0.6398738433655833
3150.0,77.5,0.4880393720584958
3150.0,82.5,0.5964925658492726
3150.0,87.5,0.6615644821237386
3150.0,92.5,0.6832551208818941
3150.0,97.5,0.8784708697052924
3150.0,102.5,0.6507191627446609
3150.0,107.5,0.8025536340517485
3150.0,112.5,0.7700176759145154
3150.0,117.5,0.9435427859797585
3150.0,122.5,1.0953772572868459
3150.0,127.5,1.2580570479730113
3150.0,132.5,1.4207368386591765
3150.0,137.5,1.6918698231361187
3150.0,142.5,1.8003230169268953
3150.0,147.5,2.700484525390343
3150.0,152.5,3.524728798200247
3150.0,157.5,4.1537573221867525
3150.0,162.5,4.685177971761559
3150.0,167.5,4.3815090291473835
3150.0,172.5,3.9910775315005873
3150.0,177.5,1.5834166293453418
3250.0,2.5,0.0
3250.0,7.5,0.05422659689538841
3250.0,12.5,0.06507191627446611
3250.0,17.5,0.15183447130708758
3250.0,22.5,0.28197830385601974
3250.0,27.5,0.22775170696063135
3250.0,32.5,0.28197830385601974
3250.0,37.5,0.32535958137233045
3250.0,42.5,0.40127681702587426
3250.0,47.5,0.5097300108166511
3250.0,52.5,0.4555034139212627
3250.0,57.5,0.4338127751631073
3250.0,62.5,0.5422659689538841
3250.0,67.5,0.3795861782677189
3250.0,72.5,0.5856472464701948
3250.0,77.5,0.4555034139212627
3250.0,82.5,0.6181832046074279
3250.0,87.5,0.5531112883329619
3250.0,92.5,0.7374817177772824
3250.0,97.5,0.8133989534308262
3250.0,102.5,0.7483270371563602
3250.0,107.5,0.7808629952935933
3250.0,112.5,0.7700176759145154
3250.0,117.5,1.0194600216333023
3250.0,122.5,1.1496038541822344
3250.0,127.5,1.1712944929403897
3250.0,132.5,1.4315821580382542
3250.0,137.5,1.713560461894274
3250.0,142.5,2.0714560014038375
3250.0,147.5,2.9065455935928193
3250.0,152.5,3.55726475633748
3250.0,157.5,3.9802322121215097
3250.0,162.5,4.2079839190821415
3250.0,167.5,4.175447960944908
3250.0,172.5,3.4705022013048583
3250.0,177.5,1.7244057812733518
3350.0,2.5,0.0
3350.0,7.5,0.021690638758155367
3350.0,12.5,0.032535958137233055
3350.0,17.5,0.07591723565354379
3350.0,22.5,0.10845319379077682
3350.0,27.5,0.27113298447694206
3350.0,32.5,0.19521574882339832
3350.0,37.5,0.2494423457187867
3350.0,42.5,0.40127681702587426
3350.0,47.5,0.5097300108166511
3350.0,52.5,0.47719405267941806
3350.0,57.5,0.3687408588886412
3350.0,62.5,0.4880393720584958
3350.0,67.5,0.5205753301957289
3350.0,72.5,0.47719405267941806
3350.0,77.5,0.5205753301957289
3350.0,82.5,0.412122136404952
3350.0,87.5,0.4555034139212627
3350.0,92.5,0.5314206495748065
3350.0,97.5,0.6507191627446609
3350.0,102.5,0.6073378852283503
3350.0,107.5,0.7591723565354378
3350.0,112.5,0.7917083146726709
3350.0,117.5,0.8784708697052924
3350.0,122.5,0.8676255503262146
3350.0,127.5,1.0953772572868459
3350.0,132.5,1.3665102417637882
3350.0,137.5,1.5400353518290308
3350.0,142.5,2.0714560014038375
3350.0,147.5,2.418506221534323
3350.0,152.5,3.3295130493768488
3350.0,157.5,3.871779018330733
3350.0,162.5,4.555034139212626
3350.0,167.5,4.045304128395976
3350.0,172.5,3.6982539082654897
3350.0,177.5,1.7352511006524292
3450.0,2.5,0.0
3450.0,7.5,0.010845319379077683
3450.0,12.5,0.021690638758155367
3450.0,17.5,0.14098915192800987
3450.0,22.5,0.19521574882339832
3450.0,27.5,0.14098915192800987
3450.0,32.5,0.16267979068616523
3450.0,37.5,0.2494423457187867
3450.0,42.5,0.30366894261417515
3450.0,47.5,0.32535958137233045
3450.0,52.5,0.27113298447694206
3450.0,57.5,0.3687408588886412
3450.0,62.5,0.40127681702587426
3450.0,67.5,0.412122136404952
3450.0,72.5,0.34705022013048586
3450.0,77.5,0.3687408588886412
3450.0,82.5,0.35789553950956354
3450.0,87.5,0.412122136404952
3450.0,92.5,0.47719405267941806
3450.0,97.5,0.5964925658492726
3450.0,102.5,0.6615644821237386
3450.0,107.5,0.6941004402609717
3450.0,112.5,0.6290285239865057
3450.0,117.5,0.8025536340517485
3450.0,122.5,0.9435427859797585
3450.0,127.5,1.03030534101238
3450.0,132.5,1.2905930061102442
3450.0,137.5,1.4424274774173318
3450.0,142.5,2.0823013207829155
3450.0,147.5,2.4944234571878674
3450.0,152.5,2.971617509867285
3450.0,157.5,3.6331819919910235
3450.0,162.5,4.30559179349384
3450.0,167.5,4.555034139212626
3450.0,172.5,3.427120923788548
3450.0,177.5,1.887085571959517
